Tokens_filename_"n-gram_count"_"start_ind"_"end_ind"_"pre_string"_"pos_string"_"output_classes"
BEIJING_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['An', 'activist', 'who', 'has', 'spent']_0
An_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['BEIJING']_['activist', 'who', 'has', 'spent', 'the']_0
activist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['BEIJING', 'An']_['who', 'has', 'spent', 'the', 'last']_0
who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['BEIJING', 'An', 'activist']_['has', 'spent', 'the', 'last', 'several']_0
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['BEIJING', 'An', 'activist', 'who']_['spent', 'the', 'last', 'several', 'years']_0
offense a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_15_16_['use', 'parts', 'of', 'the', 'triangle']_['scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>', 'said']_0
a scheme_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_16_17_['parts', 'of', 'the', 'triangle', 'offense']_['favored', 'by', '<name>Jackson</name><name>Early</name>', 'said', 'the']_0
scheme favored_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_17_18_['of', 'the', 'triangle', 'offense', 'a']_['by', '<name>Jackson</name><name>Early</name>', 'said', 'the', 'team']_0
favored by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_18_19_['the', 'triangle', 'offense', 'a', 'scheme']_['<name>Jackson</name><name>Early</name>', 'said', 'the', 'team', 'was']_0
by <name>Jackson</name><name>Early</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_19_20_['triangle', 'offense', 'a', 'scheme', 'favored']_['said', 'the', 'team', 'was', 'looking']_0
<name>Jackson</name><name>Early</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_20_21_['offense', 'a', 'scheme', 'favored', 'by']_['the', 'team', 'was', 'looking', 'to']_0
said the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_21_22_['a', 'scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>']_['team', 'was', 'looking', 'to', 'push']_0
the team_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_22_23_['scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>', 'said']_['was', 'looking', 'to', 'push', 'the']_0
team was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_23_24_['favored', 'by', '<name>Jackson</name><name>Early</name>', 'said', 'the']_['looking', 'to', 'push', 'the', 'ball']_0
was looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_24_25_['by', '<name>Jackson</name><name>Early</name>', 'said', 'the', 'team']_['to', 'push', 'the', 'ball', 'more']_0
looking to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_25_26_['<name>Jackson</name><name>Early</name>', 'said', 'the', 'team', 'was']_['push', 'the', 'ball', 'more']_0
to push_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_26_27_['said', 'the', 'team', 'was', 'looking']_['the', 'ball', 'more']_0
push the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_27_28_['the', 'team', 'was', 'looking', 'to']_['ball', 'more']_0
the ball_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_28_29_['team', 'was', 'looking', 'to', 'push']_['more']_0
ball more_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_29_30_['was', 'looking', 'to', 'push', 'the']_[]_0
While <name>Hornacek</name> has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_0_2_[]_['made', 'it', 'clear', 'that', 'he']_0
<name>Hornacek</name> has made_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_1_3_['While']_['it', 'clear', 'that', 'he', 'plans']_0
has made it_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_2_4_['While', '<name>Hornacek</name>']_['clear', 'that', 'he', 'plans', 'to']_0
made it clear_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_3_5_['While', '<name>Hornacek</name>', 'has']_['that', 'he', 'plans', 'to', 'use']_0
it clear that_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_4_6_['While', '<name>Hornacek</name>', 'has', 'made']_['he', 'plans', 'to', 'use', 'parts']_0
clear that he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_5_7_['While', '<name>Hornacek</name>', 'has', 'made', 'it']_['plans', 'to', 'use', 'parts', 'of']_0
that he plans_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_6_8_['<name>Hornacek</name>', 'has', 'made', 'it', 'clear']_['to', 'use', 'parts', 'of', 'the']_0
he plans to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_7_9_['has', 'made', 'it', 'clear', 'that']_['use', 'parts', 'of', 'the', 'triangle']_0
plans to use_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_8_10_['made', 'it', 'clear', 'that', 'he']_['parts', 'of', 'the', 'triangle', 'offense']_0
to use parts_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_9_11_['it', 'clear', 'that', 'he', 'plans']_['of', 'the', 'triangle', 'offense', 'a']_0
use parts of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_10_12_['clear', 'that', 'he', 'plans', 'to']_['the', 'triangle', 'offense', 'a', 'scheme']_0
parts of the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_11_13_['that', 'he', 'plans', 'to', 'use']_['triangle', 'offense', 'a', 'scheme', 'favored']_0
of the triangle_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_12_14_['he', 'plans', 'to', 'use', 'parts']_['offense', 'a', 'scheme', 'favored', 'by']_0
the triangle offense_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_13_15_['plans', 'to', 'use', 'parts', 'of']_['a', 'scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>']_0
triangle offense a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_14_16_['to', 'use', 'parts', 'of', 'the']_['scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>', 'said']_0
offense a scheme_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_15_17_['use', 'parts', 'of', 'the', 'triangle']_['favored', 'by', '<name>Jackson</name><name>Early</name>', 'said', 'the']_0
a scheme favored_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_16_18_['parts', 'of', 'the', 'triangle', 'offense']_['by', '<name>Jackson</name><name>Early</name>', 'said', 'the', 'team']_0
scheme favored by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_17_19_['of', 'the', 'triangle', 'offense', 'a']_['<name>Jackson</name><name>Early</name>', 'said', 'the', 'team', 'was']_0
favored by <name>Jackson</name><name>Early</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_18_20_['the', 'triangle', 'offense', 'a', 'scheme']_['said', 'the', 'team', 'was', 'looking']_0
by <name>Jackson</name><name>Early</name> said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_19_21_['triangle', 'offense', 'a', 'scheme', 'favored']_['the', 'team', 'was', 'looking', 'to']_0
<name>Jackson</name><name>Early</name> said the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_20_22_['offense', 'a', 'scheme', 'favored', 'by']_['team', 'was', 'looking', 'to', 'push']_0
said the team_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_21_23_['a', 'scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>']_['was', 'looking', 'to', 'push', 'the']_0
the team was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_22_24_['scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>', 'said']_['looking', 'to', 'push', 'the', 'ball']_0
team was looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_23_25_['favored', 'by', '<name>Jackson</name><name>Early</name>', 'said', 'the']_['to', 'push', 'the', 'ball', 'more']_0
was looking to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_24_26_['by', '<name>Jackson</name><name>Early</name>', 'said', 'the', 'team']_['push', 'the', 'ball', 'more']_0
looking to push_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_25_27_['<name>Jackson</name><name>Early</name>', 'said', 'the', 'team', 'was']_['the', 'ball', 'more']_0
to push the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_26_28_['said', 'the', 'team', 'was', 'looking']_['ball', 'more']_0
push the ball_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_27_29_['the', 'team', 'was', 'looking', 'to']_['more']_0
the ball more_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_28_30_['team', 'was', 'looking', 'to', 'push']_[]_0
Were_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['not', 'looking', 'so', 'much', 'to']_0
not_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['Were']_['looking', 'so', 'much', 'to', 'force']_0
looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['Were', 'not']_['so', 'much', 'to', 'force', 'it']_0
so_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['Were', 'not', 'looking']_['much', 'to', 'force', 'it', 'into']_0
much_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_4_4_['Were', 'not', 'looking', 'so']_['to', 'force', 'it', 'into', 'the']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_5_5_['Were', 'not', 'looking', 'so', 'much']_['force', 'it', 'into', 'the', 'triangle']_0
force_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_6_6_['not', 'looking', 'so', 'much', 'to']_['it', 'into', 'the', 'triangle', 'said']_0
it_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_7_7_['looking', 'so', 'much', 'to', 'force']_['into', 'the', 'triangle', 'said', '<name>Early</name>']_0
into_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_8_8_['so', 'much', 'to', 'force', 'it']_['the', 'triangle', 'said', '<name>Early</name>', 'a']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_9_9_['much', 'to', 'force', 'it', 'into']_['triangle', 'said', '<name>Early</name>', 'a', 'small']_0
triangle_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_10_10_['to', 'force', 'it', 'into', 'the']_['said', '<name>Early</name>', 'a', 'small', 'forward']_0
said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_11_11_['force', 'it', 'into', 'the', 'triangle']_['<name>Early</name>', 'a', 'small', 'forward']_0
<name>Early</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_12_12_['it', 'into', 'the', 'triangle', 'said']_['a', 'small', 'forward']_1
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_13_13_['into', 'the', 'triangle', 'said', '<name>Early</name>']_['small', 'forward']_0
small_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_14_14_['the', 'triangle', 'said', '<name>Early</name>', 'a']_['forward']_0
forward_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_15_15_['triangle', 'said', '<name>Early</name>', 'a', 'small']_[]_0
Were not_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['looking', 'so', 'much', 'to', 'force']_0
not looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['Were']_['so', 'much', 'to', 'force', 'it']_0
looking so_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['Were', 'not']_['much', 'to', 'force', 'it', 'into']_0
so much_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_3_4_['Were', 'not', 'looking']_['to', 'force', 'it', 'into', 'the']_0
much to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_4_5_['Were', 'not', 'looking', 'so']_['force', 'it', 'into', 'the', 'triangle']_0
to force_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_5_6_['Were', 'not', 'looking', 'so', 'much']_['it', 'into', 'the', 'triangle', 'said']_0
force it_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_6_7_['not', 'looking', 'so', 'much', 'to']_['into', 'the', 'triangle', 'said', '<name>Early</name>']_0
it into_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_7_8_['looking', 'so', 'much', 'to', 'force']_['the', 'triangle', 'said', '<name>Early</name>', 'a']_0
into the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_8_9_['so', 'much', 'to', 'force', 'it']_['triangle', 'said', '<name>Early</name>', 'a', 'small']_0
the triangle_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_9_10_['much', 'to', 'force', 'it', 'into']_['said', '<name>Early</name>', 'a', 'small', 'forward']_0
triangle said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_10_11_['to', 'force', 'it', 'into', 'the']_['<name>Early</name>', 'a', 'small', 'forward']_0
said <name>Early</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_11_12_['force', 'it', 'into', 'the', 'triangle']_['a', 'small', 'forward']_0
<name>Early</name> a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_12_13_['it', 'into', 'the', 'triangle', 'said']_['small', 'forward']_0
a small_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_13_14_['into', 'the', 'triangle', 'said', '<name>Early</name>']_['forward']_0
small forward_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_14_15_['the', 'triangle', 'said', '<name>Early</name>', 'a']_[]_0
Were not looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_0_2_[]_['so', 'much', 'to', 'force', 'it']_0
not looking so_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_1_3_['Were']_['much', 'to', 'force', 'it', 'into']_0
looking so much_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_2_4_['Were', 'not']_['to', 'force', 'it', 'into', 'the']_0
so much to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_3_5_['Were', 'not', 'looking']_['force', 'it', 'into', 'the', 'triangle']_0
much to force_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_4_6_['Were', 'not', 'looking', 'so']_['it', 'into', 'the', 'triangle', 'said']_0
to force it_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_5_7_['Were', 'not', 'looking', 'so', 'much']_['into', 'the', 'triangle', 'said', '<name>Early</name>']_0
force it into_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_6_8_['not', 'looking', 'so', 'much', 'to']_['the', 'triangle', 'said', '<name>Early</name>', 'a']_0
it into the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_7_9_['looking', 'so', 'much', 'to', 'force']_['triangle', 'said', '<name>Early</name>', 'a', 'small']_0
into the triangle_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_8_10_['so', 'much', 'to', 'force', 'it']_['said', '<name>Early</name>', 'a', 'small', 'forward']_0
the triangle said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_9_11_['much', 'to', 'force', 'it', 'into']_['<name>Early</name>', 'a', 'small', 'forward']_0
triangle said <name>Early</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_10_12_['to', 'force', 'it', 'into', 'the']_['a', 'small', 'forward']_0
said <name>Early</name> a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_11_13_['force', 'it', 'into', 'the', 'triangle']_['small', 'forward']_0
<name>Early</name> a small_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_12_14_['it', 'into', 'the', 'triangle', 'said']_['forward']_0
a small forward_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_13_15_['into', 'the', 'triangle', 'said', '<name>Early</name>']_[]_0
Being_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['athletic', 'and', 'fast', 'we', 'want']_0
athletic_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['Being']_['and', 'fast', 'we', 'want', 'to']_0
and_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['Being', 'athletic']_['fast', 'we', 'want', 'to', 'get']_0
fast_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['Being', 'athletic', 'and']_['we', 'want', 'to', 'get', 'the']_0
we_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_4_4_['Being', 'athletic', 'and', 'fast']_['want', 'to', 'get', 'the', 'easiest']_0
want_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_5_5_['Being', 'athletic', 'and', 'fast', 'we']_['to', 'get', 'the', 'easiest', 'and']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_6_6_['athletic', 'and', 'fast', 'we', 'want']_['get', 'the', 'easiest', 'and', 'quickest']_0
get_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_7_7_['and', 'fast', 'we', 'want', 'to']_['the', 'easiest', 'and', 'quickest', 'baskets']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_8_8_['fast', 'we', 'want', 'to', 'get']_['easiest', 'and', 'quickest', 'baskets', 'we']_0
easiest_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_9_9_['we', 'want', 'to', 'get', 'the']_['and', 'quickest', 'baskets', 'we', 'canWhile']_0
and_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_10_10_['want', 'to', 'get', 'the', 'easiest']_['quickest', 'baskets', 'we', 'canWhile', 'no']_0
quickest_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_11_11_['to', 'get', 'the', 'easiest', 'and']_['baskets', 'we', 'canWhile', 'no', 'official']_0
baskets_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_12_12_['get', 'the', 'easiest', 'and', 'quickest']_['we', 'canWhile', 'no', 'official', 'announcements']_0
we_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_13_13_['the', 'easiest', 'and', 'quickest', 'baskets']_['canWhile', 'no', 'official', 'announcements', 'have']_0
canWhile_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_14_14_['easiest', 'and', 'quickest', 'baskets', 'we']_['no', 'official', 'announcements', 'have', 'been']_0
no_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_15_15_['and', 'quickest', 'baskets', 'we', 'canWhile']_['official', 'announcements', 'have', 'been', 'made']_0
official_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_16_16_['quickest', 'baskets', 'we', 'canWhile', 'no']_['announcements', 'have', 'been', 'made', '<name>Hornacek</name>']_0
announcements_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_17_17_['baskets', 'we', 'canWhile', 'no', 'official']_['have', 'been', 'made', '<name>Hornacek</name>', 'has']_0
have_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_18_18_['we', 'canWhile', 'no', 'official', 'announcements']_['been', 'made', '<name>Hornacek</name>', 'has', 'filled']_0
been_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_19_19_['canWhile', 'no', 'official', 'announcements', 'have']_['made', '<name>Hornacek</name>', 'has', 'filled', 'out']_0
made_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_20_20_['no', 'official', 'announcements', 'have', 'been']_['<name>Hornacek</name>', 'has', 'filled', 'out', 'his']_0
<name>Hornacek</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_21_21_['official', 'announcements', 'have', 'been', 'made']_['has', 'filled', 'out', 'his', 'staff']_1
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_22_22_['announcements', 'have', 'been', 'made', '<name>Hornacek</name>']_['filled', 'out', 'his', 'staff']_0
filled_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_23_23_['have', 'been', 'made', '<name>Hornacek</name>', 'has']_['out', 'his', 'staff']_0
out_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_24_24_['been', 'made', '<name>Hornacek</name>', 'has', 'filled']_['his', 'staff']_0
his_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_25_25_['made', '<name>Hornacek</name>', 'has', 'filled', 'out']_['staff']_0
