title, author, rating, format, pages, publish_date
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,3.69,Paperback,196,October 23rd 2012
The End of The Computer (Thunder Valley Trilogy #1),Andre Mikhailovich Solonitsyn,4.08,ebook,,August 29th 2011
Labyrinths:  Selected Stories and Other Writings,Jorge Luis Borges,4.46,Paperback,256,1964
Super Indy: The Great Action,Alex Letner,4.87,Kindle Edition,,July 29th 2015
Fatal Vision,Joe McGinniss,4.10,Mass Market Paperback,684,August 1st 1984
Barabbas,Pär Lagerkvist,3.83,Paperback,144,November 20th 1989
The Turn of the Screw,Henry James,3.44,Paperback,131,1994
The Drifters,James A. Michener,4.04,Paperback,768,October 12th 1986
HIDDEN MICKEY ADVENTURES 1: Peter and the Wolf (Hidden Mickey Adventures #1),Nancy Temple Rodrigue,4.40,Paperback,280,September 1st 2012
Why Nations Fail: The Origins of Power Prosperity and Poverty,Daron Acemoğlu,4.05,Hardcover,544,March 20th 2012
A Tale for the Time Being,Ruth Ozeki,4.00,Hardcover,422,March 12th 2013
This Perfect Day,Ira Levin,4.03,Mass Market Paperback,368,February 1st 1991
The Fairway (Super Indy #2),Alex Letner,4.84,Kindle Edition,,January 14th 2016
Liberators: Super Indy,Alex Letner,4.85,Kindle Edition,31,March 30th 2018
Death After Life: Week One Day One,Char Cam,4.86,Kindle Edition,177,October 22nd 2018
Passionate Declarations: Essays on War and Justice,Howard Zinn,4.35,Paperback,368,June 17th 2003
Patriot Games (Jack Ryan #1; Jack Ryan Universe #2),Tom Clancy,4.13,Paperback,503,May 1st 1992
On the Island (On the Island #1),Tracey Garvis Graves,4.13,Paperback,346,August 16th 2012
The Legend of the Blue Eyes (Blue Eyes Trilogy #1),B. Kristin McMichael,3.82,Paperback,252,March 15th 2013
Fairy Tales,Hans Christian Andersen,4.28,Paperback,437,November 30th 2006
The Magnificent Ambersons (The Growth Trilogy #2),Booth Tarkington,3.76,Paperback,288,November 3rd 2006
1Q84 (1Q84 #1),Haruki Murakami,3.99,Paperback,554,May 1st 2009
The Waking (Ruin #1),Lucian Bane,3.92,Kindle Edition,123,August 28th 2014
Too Loud a Solitude,Bohumil Hrabal,4.09,Paperback,98,August 1st 2007
How to Read Literature Like a Professor,Thomas C. Foster,3.65,Paperback,314,November 14th 2014
The Monster at the End of this Book,Jon Stone,4.44,Hardcover,32,May 11th 2004
The Krishna Key,Ashwin Sanghi,3.52,Paperback,475,August 24th 2012
The Gambler,Fyodor Dostoyevsky,3.88,Paperback,188,April 8th 2003
A Court of Thorns and Roses (A Court of Thorns and Roses #1),Sarah J. Maas,4.26,Hardcover,419,May 5th 2015
Bridget Jones's Diary and Bridget Jones: The Edge of Reason,Helen Fielding,3.79,Paperback,,1999
The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company,4.47,Hardcover,137,February 1st 1994
Dreamfever (Fever #4),Karen Marie Moning,4.42,Hardcover,386,August 18th 2009
The Taming of the Shrew,William Shakespeare,3.81,Paperback,291,January 1st 2004
Farewell to Manzanar: A True Story of Japanese American Experience During and After the World War II Internment,Jeanne Wakatsuki Houston,3.57,Paperback,203,1995
Stormbreaker (Alex Rider #1),Anthony Horowitz,3.98,Paperback,256,April 12th 2004
Journey of Souls: Case Studies of Life Between Lives,Michael   Newton,4.31,Paperback,278,September 8th 2002
HIDDEN MICKEY ADVENTURES 2: Peter and the Missing Mansion (Hidden Mickey Adventures #2),Nancy Temple Rodrigue,4.50,Paperback,280,November 1st 2013
Across the Ocean,Hawa L Crickmore,4.19,Hardcover,108,June 6th 2017
Ocean Sea,Alessandro Baricco,4.12,Paperback,256,June 27th 2000
The Elf Queen Of Shannara,Terry Brooks,4.03,Mass Market Paperback,405,1993
Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist 1968-1976,Hunter S. Thompson,4.07,Paperback,784,December 4th 2001
Haroun and the Sea of Stories (Khalifa Brothers #1),Salman Rushdie,4.01,Hardcover,224,August 27th 1999
The Devil and Miss Prym (On the Seventh Day #3),Paulo Coelho,3.60,Hardcover,205,July 3rd 2006
Angels and Arrows,Reyna Hawk,4.37,Paperback,368,September 17th 2012
Slapstick or Lonesome No More!,Kurt Vonnegut,3.87,Paperback,288,May 11th 1999
Revelations (Ruin #2),Lucian Bane,4.41,Kindle Edition,134,September 25th 2014
The Anatomy of Peace: Resolving the Heart of Conflict,The Arbinger Institute,4.28,Paperback,288,July 13th 2015
Autobiography of a Face,Lucy Grealy,3.97,Paperback,256,March 18th 2003
Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent #1.5),Veronica Roth,4.17,ebook,43,April 23rd 2012
The Golem and the Jinni (The Golem and the Jinni #1),Helene Wecker,4.11,Hardcover,486,April 23rd 2013
Secret Deceptions (Amatore's Restaurant #1),James Sillwood,4.42,Paperback,176,June 29th 2014
Sensual Desires (Amatore's Restaurant #2),James Sillwood,4.77,Paperback,196,June 29th 2014
Clandestine Liaisons (Amatore's Restaurant #3),James Sillwood,4.72,Paperback,192,June 29th 2014
The Quirky Tale of April Hale,Cathy Octo,4.15,Kindle Edition,273,October 27th 2015
Collected Poems,Dylan Thomas,4.20,Paperback,203,December 18th 2002
The Edge of Never (The Edge of Never #1),J.A. Redmerski,4.25,Paperback,426,November 15th 2012
In the Shadow of the Banyan,Vaddey Ratner,4.05,Hardcover,322,August 7th 2012
THE YOGA WITH NO PANTS: Super Indy-The Last Half,Alex Letner,4.78,Kindle Edition,60,February 3rd 2016
The Return of the Native,Thomas Hardy,3.85,Paperback,448,February 13th 2001
In Dubious Battle,John Steinbeck,3.89,Paperback,304,May 30th 2006
The Last Question,Isaac Asimov,4.58,Audio CD,9,November 2007
The Pilgrimage,Paulo Coelho,3.64,Paperback,226,May 1997
The Way of Shadows (Night Angel #1),Brent Weeks,4.16,Mass Market Paperback,645,October 1st 2008
Abhorsen (Abhorsen #3),Garth Nix,4.28,Hardcover,358,January 7th 2003
The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,4.17,Hardcover,293,February 14th 2008
The Warrior's Way (Pre-Aztec series #3),Zoe Saadia,4.58,ebook,200,June 10th 2012
The Sounding,Carrie Salo,4.03,Paperback,478,September 23rd 2011
A Murder Is Announced (Miss Marple #5),Agatha Christie,3.98,Hardcover,288,September 30th 2006
City of Thieves,David Benioff,4.30,Hardcover,258,June 1st 2008
The Alloy of Law (Mistborn #4),Brandon Sanderson,4.21,Hardcover,332,November 8th 2011
Homegoing,Yaa Gyasi,4.42,Hardcover,320,June 7th 2016
Hogfather (Discworld #20; Death #4),Terry Pratchett,4.24,Paperback,432,October 2nd 2006
Milk and Honey,Rupi Kaur,4.13,Paperback,204,November 4th 2014
First Half: Super Indy,Alex Letner,4.82,Paperback,94,September 26th 2016
FIRST HALF: Super Indy,Alex Letner,4.82,Kindle Edition,,January 14th 2016
The Young Jaguar (Pre-Aztec Series #1),Zoe Saadia,3.87,ebook,200,April 15th 2012
The Golden Lily (Bloodlines #2),Richelle Mead,4.35,Hardcover,418,June 12th 2012
Harry Potter and the Cursed Child: Parts One and Two (Harry Potter #8),John Tiffany,3.68,Hardcover,343,July 31st 2016
The Feast of the Goat,Mario Vargas Llosa,4.24,Paperback,475,2003
THE GREAT ACTION (Super Indy Book 4),Alex Letner,4.87,Kindle Edition,,February 3rd 2016
Cunt: A Declaration of Independence,Inga Muscio,3.89,Paperback,373,October 15th 2002
The Oath,Frank E. Peretti,4.07,Paperback,656,April 8th 2007
Second Foundation (Foundation #3),Isaac Asimov,4.25,Hardcover,256,June 1st 2004
Private Peaceful,Michael Morpurgo,4.17,Hardcover,208,October 1st 2004
Crossing Worlds (The Rise of the Aztecs #2),Zoe Saadia,4.48,Kindle Edition,200,October 2nd 2012
The Twelve Chairs,Ilya Ilf,4.42,Paperback,395,April 2nd 1997
The Walking Drum,Louis L'Amour,4.23,Paperback,496,April 1st 1985
Eragon Eldest & Brisingr (Inheritance #1-3),Christopher Paolini,4.21,Hardcover,1952,September 20th 2008
Safe Haven,Nicholas Sparks,4.20,Hardcover,340,September 14th 2010
The Ox-Bow Incident,Walter Van Tilburg Clark,3.82,Paperback,247,April 27th 2004
Wool Omnibus (Silo #1),Hugh Howey,4.24,Kindle Edition,509,January 25th 2012
Requiem (Delirium #3),Lauren Oliver,3.74,Hardcover,391,March 5th 2013
Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.44,Hardcover,282,October 7th 2014
Louboutins Lattes & Live TV,Miriam Sawan,4.10,Paperback,240,October 19th 2017
The Nanny Song,Misty Mount,4.25,ebook,260,August 1st 2016
This Side of Paradise,F. Scott Fitzgerald,3.67,Paperback,288,July 14th 1998
The Demon King (Seven Realms #1),Cinda Williams Chima,4.19,Hardcover,506,October 6th 2009
Dreamer (Chronicles of Marithe #1),Patrick O'Scheen,4.50,Paperback,308,January 2013
Freedom at Midnight,Larry Collins,4.31,Paperback,656,April 9th 1997
Rubyfruit Jungle,Rita Mae Brown,3.90,Mass Market Paperback,246,October 1980
Feminism is for Everybody: Passionate Politics,bell hooks,4.18,Paperback,123,October 1st 2000
Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,3.89,Paperback,288,October 1st 2002
Currents of War (The Rise of the Aztecs #4),Zoe Saadia,4.60,Kindle Edition,260,December 15th 2012
The 7-Day Flat-Belly Tea Cleanse: The Revolutionary New Plan to Melt Up to 10 Pounds of Fat in Just One Week! by Kelly Choi | A 10-minute Summary,Bern Bolo,3.40,Kindle Edition,39,August 31st 2015
The Taking,Dean Koontz,3.78,Mass Market Paperback,410,April 26th 2005
Faceless Killers (Kurt Wallander #1),Henning Mankell,3.77,Paperback,280,January 14th 2003
The Cay (The Cay #1),Theodore Taylor,3.75,Paperback,156,April 8th 2003
Asylum: A Hidden Tale - Sinister Tales,Anna Gallegos,4.34,Kindle Edition,15,July 9th 2015
Storm Front (The Dresden Files #1),Jim Butcher,4.02,Mass Market Paperback,322,April 2000
Why Evolution Is True,Jerry A. Coyne,4.17,Hardcover,282,February 1st 2009
My Name is Joe,Stefan Bourque,3.62,Paperback,156,September 25th 2010
The Throne of Fire (The Kane Chronicles #2),Rick Riordan,4.21,Hardcover,452,May 3rd 2011
Uprooted,Naomi Novik,4.10,Hardcover,435,May 19th 2015
The Twenty-One Balloons,William Pène du Bois,3.97,Paperback,180,1986
حوار مع صديقي الملحد,Mostafa Mahmoud,3.92,Paperback,160,1974
The Doomsday Conspiracy,Sidney Sheldon,3.61,Hardcover,448,1991
Home: A Hidden Tale - Sinister Tales,Anna Gallegos,4.69,Kindle Edition,15,June 11th 2015
The Dragon Reborn (Wheel of Time #3),Robert Jordan,4.25,Mass Market Paperback,624,September 14th 2002
The Emperor's Second Wife (The Rise of the Aztecs #3),Zoe Saadia,4.48,Kindle Edition,260,October 24th 2012
The Cask of Amontillado,Edgar Allan Poe,4.09,Paperback,20,February 2nd 2004
The Ball and the Cross,G.K. Chesterton,4.02,Paperback,208,November 22nd 1995
Bird Box (Bird Box #1),Josh Malerman,4.03,Hardcover,262,May 13th 2014
Il cavaliere inesistente,Italo Calvino,3.91,Paperback,126,April 1st 1993
The Forsyte Saga (The Forsyte Chronicles #1-3),John Galsworthy,4.16,Paperback,872,May 13th 1999
Unbearable Lightness: A Story of Loss and Gain,Portia de Rossi,3.84,Paperback,320,November 1st 2010
An Ember in the Ashes (An Ember in the Ashes #1),Sabaa Tahir,4.31,Hardcover,446,April 28th 2015
Killing Floor (Jack Reacher #1),Lee Child,4.05,Mass Market Paperback,424,April 25th 2006
Kidnapped (David Balfour #1),Robert Louis Stevenson,3.79,Paperback,288,June 1st 2002
The Improbable Wonders of Moojie Littleman,Robin  Gregory,4.22,Paperback,294,November 1st 2015
Arrows of the Queen (Heralds of Valdemar #1),Mercedes Lackey,4.16,Paperback,320,March 3rd 1987
Bulfinch's Mythology,Thomas Bulfinch,4.10,Paperback,862,August 11th 1998
The Good Soldier Švejk,Jaroslav Hašek,4.11,Paperback,752,April 28th 2005
Elsewhere,Gabrielle Zevin,3.92,Paperback,277,May 15th 2007
Rabbit-Proof Fence: The True Story of One of the Greatest Escapes of All Time,Doris Pilkington,3.67,Paperback,135,November 20th 2002
Mr. Mercedes (Bill Hodges Trilogy #1),Stephen King,3.95,Hardcover,436,June 3rd 2014
Bare Bones (Temperance Brennan #6),Kathy Reichs,3.96,Paperback,416,June 1st 2004
Sputnik Sweetheart,Haruki Murakami,3.82,Paperback,229,October 3rd 2002
La Dame aux Camélias,Alexandre Dumas fils,3.98,Paperback,256,March 30th 2000
Life the Universe and Everything (Hitchhiker's Guide to the Galaxy #3),Douglas Adams,4.20,Paperback,224,April 26th 2005
Fantastic Mr. Fox,Roald Dahl,4.05,Hardcover,96,June 11th 2002
The Black Prism (Lightbringer #1),Brent Weeks,4.24,Hardcover,629,August 25th 2010
A Wrinkle in Time (Time Quintet #1),Madeleine L'Engle,4.01,Paperback,211,March 15th 1973
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.26,Paperback,323,January 5th 1992
The Overcoat,Nikolai Gogol,4.13,Paperback,48,June 30th 2004
The Keeper of the Bees,Gene Stratton-Porter,4.29,Hardcover,528,October 1st 1991
The Age of Reason,Jean-Paul Sartre,3.98,Paperback,408,July 7th 1992
The Body in the Library (Miss Marple #3),Agatha Christie,3.85,Hardcover,191,September 1st 2006
Farm Sanctuary: Changing Hearts and Minds About Animals and Food,Gene Baur,4.30,Paperback,320,November 4th 2008
Planet of the Apes,Pierre Boulle,3.93,Paperback,268,May 29th 2001
The Indian in the Cupboard,Lynne Reid Banks,3.90,Paperback,192,2003
City of Heavenly Fire (The Mortal Instruments #6),Cassandra Clare,4.47,Hardcover,725,May 27th 2014
Golden Son (Red Rising #2),Pierce Brown,4.45,ebook,430,January 6th 2015
Fed Up! a Relatable Memoir,C.P. Henderson,4.13,Paperback,222,June 6th 2016
My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts,Resmaa Menakem,4.28,Paperback,300,September 12th 2017
No Wonder They Call Him the Savior: Experiencing the Truth of the Cross,Max Lucado,4.41,Paperback,224,September 1st 2005
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.63,Paperback,208,September 5th 1995
The Pit and the Pendulum,Edgar Allan Poe,4.16,Paperback,56,September 1995
How to Kill an Incubus,Kimber  Lee,4.45,Kindle Edition,412,June 21st 2015
Lanark,Alasdair Gray,4.11,Hardcover,576,November 9th 2002
The 101 Dalmatians (The Hundred and One Dalmatians #1),Dodie Smith,4.12,Hardcover,184,January 1st 1996
Dragonlance Chronicles (Dragonlance #1-3),Margaret Weis,4.22,Paperback,1030,March 1st 1988
Confessions,Augustine of Hippo,3.91,Paperback,341,June 25th 1998
Dream Story,Arthur Schnitzler,3.78,Paperback,99,July 1st 1999
You Can Win: A Step by Step Tool for Top Achievers,Shiv Khera,3.87,Paperback,290,January 1st 2010
Wise Blood,Flannery O'Connor,3.86,Paperback,256,March 6th 2007
A Voice in the Wind (Mark of the Lion #1),Francine Rivers,4.56,Paperback,520,March 1st 1998
The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,3.87,Hardcover,352,February 24th 2009
The 39 Steps (Richard Hannay #1),John Buchan,3.61,Paperback,100,June 17th 2004
Five Point Someone,Chetan Bhagat,3.43,Paperback,267,May 1st 2004
I Too Had a Love Story,Ravinder Singh,3.64,Paperback,212,August 13th 2009
Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,4.19,Paperback,314,October 1st 2004
No One Here Gets Out Alive,Danny Sugerman,3.93,Paperback,384,April 14th 2006
Enigma,Robert   Harris,3.86,Paperback,374,September 1st 1996
Cider With Rosie,Laurie Lee,3.93,Paperback,231,May 28th 2002
Lorna Doone,R.D. Blackmore,3.72,Paperback,750,September 28th 2006
The Bad Girl and the Good Boy,Karla Luna,4.25,Paperback,,by BLVNP Incorporated (first published December 24th 2014)
It Ends with Us,Colleen Hoover,4.40,Kindle Edition,385,August 2nd 2016
Devil's Bait,Debbie Boek,4.18,Paperback,248,July 5th 2017
Virgil the Hound: Against All Odds One Hound Breaks Away From the Pack,Tere Albanese,4.05,Kindle Edition,113,September 11th 2018
Testimony,Anita Shreve,3.56,Hardcover,320,November 10th 2008
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet Weight Loss and Long-term Health,T. Colin Campbell,4.22,Paperback,417,May 11th 2006
Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,3.96,Paperback,301,September 1st 2004
The Urantia Book,Urantia Foundation,4.02,Hardcover,2097,June 1st 2008
The Wedding: One Night with the Prince: A Bonus Chapter,T.M. Mendes,4.22,Kindle Edition,38,September 11th 2014
Nemesis (Harry Hole #4),Jo Nesbø,3.98,Paperback,480,January 1st 2009
Once and Always (Sequels #1),Judith McNaught,4.21,Mass Market Paperback,400,April 25th 2006
The Scorpio Races,Maggie Stiefvater,4.09,Hardcover,409,October 18th 2011
Tell Me You Want Me (College Romance #1),Amelia James,3.76,Paperback,182,June 26th 2012
The Dalai Lama's Cat (The Dalai Lama's Cat #1),David Michie,4.21,Paperback,217,October 1st 2012
The Rithmatist (The Rithmatist #1),Brandon Sanderson,4.25,Kindle Edition,353,May 1st 2014
Major Pettigrew's Last Stand,Helen Simonson,3.88,Hardcover,359,March 2nd 2010
The Sailor Who Fell from Grace with the Sea,Yukio Mishima,3.89,Paperback,181,May 31st 1994
Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.21,Paperback,218,February 3rd 2004
Maus II: A Survivor's Tale: And Here My Troubles Began (Maus #2),Art Spiegelman,4.39,Paperback,136,September 1992
The Ballad of the Sad Café and Other Stories,Carson McCullers,4.02,Paperback,152,April 5th 2005
Shot to Pieces,Michael  O'Keefe,4.24,Kindle Edition,414,July 20th 2016
The Shoemaker's Wife,Adriana Trigiani,3.99,Hardcover,475,April 3rd 2012
One Shot (Jack Reacher #9),Lee Child,4.21,Paperback,466,March 28th 2006
De Profundis,Oscar Wilde,4.18,Paperback,188,September 12th 1993
Beautiful Chaos (Caster Chronicles #3),Kami Garcia,3.94,Hardcover,516,October 18th 2011
Paula,Isabel Allende,4.10,Paperback,432,June 30th 2004
The Traveler (Fourth Realm #1),John Twelve Hawks,3.83,Paperback,464,July 18th 2006
The Importance of Being Wild,J.J. Sorel,4.22,Kindle Edition,432,July 3rd 2018
Way to Be!: 9 Rules For Living the Good Life,Gordon B. Hinckley,4.60,Hardcover,144,August 6th 2002
Looking for Mr. Goodbar,Judith Rossner,3.66,Paperback,390,October 1st 1997
A Unique Kind of Love: A Different Perspective [Excerpt],Jasmine  Rose,4.49,Kindle Edition,22,April 12th 2014
Self-Publishing In the Eye of the Storm,Karl Wiggins,4.64,Kindle Edition,335,March 24th 2015
The Long Weekend,Ross Lennon,4.58,Paperback,,November 2010
Six of Crows (Six of Crows #1),Leigh Bardugo,4.47,Hardcover,462,September 29th 2015
The Cloister Walk,Kathleen Norris,4.08,Paperback,385,April 1st 1997
Adversity Builds Character; An Inspirational True Life Story of Disability Addiction and Acceptance,Tom Ufert,4.76,Paperback,,October 4th 2011
The Miniaturist,Jessie Burton,3.59,Hardcover,400,August 26th 2014
Broken for You,Stephanie Kallos,3.80,Paperback,373,June 7th 2005
100 Selected Poems,E.E. Cummings,4.31,Paperback,121,January 10th 1994
Extras (Uglies #4),Scott Westerfeld,3.59,Hardcover,417,October 2nd 2007
The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,4.13,Hardcover,115,October 22nd 1997
Season of Migration to the North,Tayeb Salih,3.71,Paperback,176,January 1st 1970
